symbol,gene_id,treatment_splicing_P,treatment_over_time_splicing_P
PheRS-m,FBgn0275436,0.202848626,0.182330128
Nf-YB,FBgn0032816,0.243012975,0.182339445
dpr5,FBgn0037908,0.059685359,0.182424837
CG9265,FBgn0032910,0.717715011,0.182799654
pdgy,FBgn0027601,0.998669465,0.182861099
CG5727,FBgn0032193,0.17713605,0.182947333
mEFTs,FBgn0032646,0.074049194,0.182978388
Wsck,FBgn0046685,0.769570243,0.183071676
CG42878,FBgn0262170,0.667663956,0.183263022
mia,FBgn0014342,0.251902775,0.183329081
HisCl1,FBgn0037950,0.873370081,0.183331441
CG1537,FBgn0030260,0.259826771,0.183342022
amd,FBgn0000075,0.915486169,0.183372523
CG9220,FBgn0030662,0.43496181,0.18348807
rempA,FBgn0260933,0.160001642,0.183626914
CG4538,FBgn0038745,0.563681655,0.18374043
SmydA-5,FBgn0033061,0.383561365,0.183849519
Naa35,FBgn0034982,0.778837184,0.183919568
CG30197,FBgn0050197,0.996869792,0.184136439
CG7120,FBgn0035888,0.121680029,0.184256641
Suv3,FBgn0037232,0.004938132,0.184279624
lsn,FBgn0260940,0.952254532,0.184304075
lwr,FBgn0010602,0.884352313,0.18438604
CG2145,FBgn0030251,0.835582933,0.184409288
Cdc2rk,FBgn0013435,0.670070699,0.184415341
Art4,FBgn0037770,0.579067099,0.184466268
CG6429,FBgn0046999,0.377469242,0.184735132
vib,FBgn0267975,0.111692022,0.184896606
mmy,FBgn0259749,0.372407104,0.184944755
Cyp4e1,FBgn0015034,0.40742107,0.184948477
CG34396,FBgn0085425,0.643439942,0.184951857
CG16820,FBgn0032495,0.537966414,0.184970102
CG1440,FBgn0030038,0.072692423,0.185060183
G9a,FBgn0040372,0.103761057,0.185212575
Cdc5,FBgn0265574,0.725789232,0.185251293
dar1,FBgn0263239,0.082926411,0.185264429
CG5707,FBgn0026593,0.761812285,0.185332911
CG5142,FBgn0032470,0.994593811,0.185354959
CG4953,FBgn0032204,0.144875547,0.185356116
CG9426,FBgn0032485,0.087691017,0.18546157
CG8736,FBgn0033308,0.928034153,0.185597192
Deaf1,FBgn0013799,0.543914348,0.185885504
egg,FBgn0086908,0.654807656,0.186020438
CG32032,FBgn0043806,0.988445116,0.186037023
CG34213,FBgn0085242,0.154551705,0.186062778
trio,FBgn0024277,0.974994208,0.18610839
ND-SGDH,FBgn0011455,0.646580279,0.186146195
CG11168,FBgn0039249,0.321080218,0.186455677
ClC-b,FBgn0033755,0.633332706,0.186480437
CG34126,FBgn0083962,0.232576296,0.18668798
CG10365,FBgn0039109,0.83177322,0.186793981
CG3267,FBgn0042083,0.529819793,0.186832972
Usp8,FBgn0038862,0.675991839,0.187030609
Cbp53E,FBgn0004580,0.680103849,0.187215074
Pldn,FBgn0036192,0.932540884,0.187245394
CheB42a,FBgn0053348,0.000949933,0.187636894
prominin-like,FBgn0026189,0.560275145,0.187731761
ST6Gal,FBgn0035050,0.392210918,0.188023662
GMF,FBgn0028894,0.226931224,0.188156117
Tina-1,FBgn0035083,0.905532622,0.188185737
CG18327,FBgn0033904,0.114976278,0.188444348
CG13077,FBgn0032810,0.141002309,0.188754187
APP-BP1,FBgn0261112,0.576581015,0.188785893
galectin,FBgn0031213,0.263892387,0.188939791
CG4393,FBgn0039075,0.480128058,0.189018673
CG9062,FBgn0033607,0.422395324,0.189030157
CG5021,FBgn0035944,0.335518869,0.189046053
Usp2,FBgn0031187,0.971625019,0.189067829
tea,FBgn0285892,0.880228146,0.189242776
CG4022,FBgn0035986,0.421458361,0.189435308
tsr,FBgn0011726,0.206434883,0.189579712
UbcE2H,FBgn0029996,0.206434883,0.189579712
Ggamma1,FBgn0004921,0.206434883,0.189579712
Cyt-b5-r,FBgn0000406,0.091090557,0.189668426
G6P,FBgn0031463,0.220554064,0.189753497
Trim9,FBgn0051721,0.810031821,0.189841229
Prosbeta6,FBgn0002284,0.823008556,0.190024875
RnrS,FBgn0011704,0.288988101,0.190119413
Cdc6,FBgn0035918,0.039625732,0.190306293
pps,FBgn0082831,0.282191012,0.190394827
CG6753,FBgn0038070,0.126439746,0.190488214
Atf3,FBgn0028550,0.233963949,0.190619665
BubR1,FBgn0263855,0.02313022,0.190875644
PIG-C,FBgn0035435,0.09777734,0.190906234
CG7656,FBgn0036516,0.471866269,0.190951309
CG16704,FBgn0031558,0.355423971,0.191144582
Obp56h,FBgn0034475,0.797926641,0.191184156
PyK,FBgn0267385,0.046792836,0.191267737
CG1688,FBgn0027589,0.944944918,0.191385087
AspRS-m,FBgn0051739,0.409290428,0.191427632
CG31814,FBgn0051814,0.866909649,0.191431896
Best2,FBgn0035696,0.354663506,0.191574135
CG17264,FBgn0031490,0.145242101,0.191637514
CG14285,FBgn0038674,0.900850385,0.191720033
Mat89Ba,FBgn0261286,0.086733381,0.191760972
Nadsyn,FBgn0030512,0.8290441,0.19178019
Task6,FBgn0038165,0.471144189,0.191938515
ZC3H3,FBgn0035900,0.239834163,0.191954872
fs(2)ltoPP43,FBgn0004811,0.006004623,0.192031523
Ibf1,FBgn0037670,0.609992874,0.192060059
Ac13E,FBgn0022710,0.033420279,0.192224106
CG11307,FBgn0037106,0.764416347,0.192230192
CG7379,FBgn0038546,0.338920547,0.19229993
Kdm4B,FBgn0053182,0.000790885,0.192430952
Prestin,FBgn0036770,0.955349636,0.192648829
yin,FBgn0265575,0.008076372,0.192884077
CG1647,FBgn0039602,0.10871116,0.193045614
Sk1,FBgn0030300,0.373794684,0.193139864
chb,FBgn0021760,0.035791171,0.193363437
ey,FBgn0005558,0.018892884,0.193527819
mRpL43,FBgn0034893,0.353599733,0.193613328
l(2)k09848,FBgn0284246,0.519063941,0.193640063
htt,FBgn0027655,0.998457347,0.193746776
Gr39a,FBgn0264556,0.663334542,0.193989114
aPKC,FBgn0261854,0.131204522,0.194158264
CG32815,FBgn0052815,0.933735832,0.194180059
CG12241,FBgn0038304,0.006361668,0.194510031
Cbl,FBgn0020224,0.31436107,0.194783412
bves,FBgn0031150,0.616216293,0.194835619
CG31636,FBgn0051636,0.355668206,0.195009362
pyr,FBgn0033649,0.545945872,0.195113221
Der-2,FBgn0038438,0.839477765,0.195286142
Cyp12e1,FBgn0037817,0.712014017,0.195528802
GstO2,FBgn0035906,0.740615848,0.195650059
mbt,FBgn0025743,0.870024751,0.195892423
PIG-X,FBgn0050381,0.086850318,0.196078575
CR43951,FBgn0264602,0.878782108,0.196317649
RhoGAP16F,FBgn0030893,0.321022894,0.1964137
CG1657,FBgn0030286,0.578296291,0.196642066
nrv1,FBgn0015776,0.671784237,0.196667041
mon2,FBgn0031985,0.05958754,0.196735295
ncm,FBgn0086707,0.097523997,0.196749866
Sirt2,FBgn0038788,0.103171274,0.196966468
CG11391,FBgn0038732,0.378693208,0.196974688
Nrx-1,FBgn0038975,0.31886176,0.197057141
CG6182,FBgn0039158,0.069345834,0.197264863
Ddr,FBgn0053531,0.343178334,0.197597756
Pde6,FBgn0038237,0.392691644,0.198027804
Mpcp1,FBgn0034497,0.768272473,0.19820927
CG3655,FBgn0040397,0.217699093,0.198745495
hog,FBgn0266710,0.554579073,0.198785775
Dab,FBgn0000414,0.718303774,0.198949785
conu,FBgn0039994,0.393926074,0.19907539
PHGPx,FBgn0035438,0.796626131,0.19914754
Cpr49Af,FBgn0033729,0.03209703,0.199318611
CG9121,FBgn0031675,0.596640902,0.1994772
Ide,FBgn0001247,0.158222097,0.19954678
CG33181,FBgn0053181,0.545235963,0.199555721
lab,FBgn0002522,0.001297933,0.199580717
CG3407,FBgn0031573,0.061369294,0.199656758
CG9626,FBgn0037565,0.244051609,0.199739814
Nup133,FBgn0039004,0.593657475,0.200157016
alpha-Catr,FBgn0029105,0.646233526,0.200360046
dsb,FBgn0035290,0.252491335,0.200493782
tim,FBgn0014396,0.902920533,0.20072634
ago,FBgn0041171,0.022720556,0.200849342
modSP,FBgn0051217,0.450110906,0.200853902
ebi,FBgn0263933,0.483569348,0.201112603
Scsalpha,FBgn0004888,0.72711426,0.201199488
cbs,FBgn0086757,0.237506987,0.201226351
CG10602,FBgn0032721,0.595157779,0.201366675
CG17600,FBgn0031195,0.943855717,0.201395345
CG43110,FBgn0262570,0.242170552,0.201714773
Mp,FBgn0260660,0.178865243,0.201822153
CG43740,FBgn0263997,0.397789216,0.20210077
CG16790,FBgn0037713,0.486355972,0.202656305
beat-IV,FBgn0039089,0.670318208,0.202729569
l(2)34Fd,FBgn0261535,0.178180308,0.202793627
CG4294,FBgn0034742,0.357276234,0.202818532
ND-B17.2,FBgn0031436,0.341034657,0.203019244
Ntf-2,FBgn0031145,0.352601685,0.203020729
dpr2,FBgn0261871,0.014536967,0.2030224
Su(var)2-HP2,FBgn0026427,0.435858727,0.203329419
CG1208,FBgn0037386,0.194313772,0.20349265
CR32553,FBgn0052553,0.586456401,0.20381492
CG13197,FBgn0062449,0.225624893,0.203822317
knrl,FBgn0001323,0.202848626,0.203830031
CG4666,FBgn0029838,0.202848626,0.203830031
CG31189,FBgn0051189,0.202848626,0.203830031
NimC1,FBgn0259896,0.202848626,0.203830031
Skp2,FBgn0037236,0.50790049,0.204005545
CG18473,FBgn0037683,0.19406921,0.204023616
CG17514,FBgn0039959,0.053657503,0.204053124
CG4089,FBgn0037838,0.696334256,0.204373349
CR43836,FBgn0264384,0.651634689,0.204469966
Rcp,FBgn0030801,0.395022142,0.204746766
CG5613,FBgn0030839,0.12674891,0.204989487
fal,FBgn0028380,0.640546159,0.205051902
natalisin,FBgn0085417,0.789322512,0.205552604
Samuel,FBgn0032330,0.134748399,0.205621363
Phk-3,FBgn0035089,0.670095221,0.20563671
CG6236,FBgn0038318,0.18893567,0.206120643
gb,FBgn0039487,0.127496783,0.206409928
CG9921,FBgn0030743,0.077078168,0.206442314
rod,FBgn0003268,0.218735404,0.206448548
CG7386,FBgn0035691,0.032943113,0.206653181
CG10960,FBgn0036316,0.645031827,0.206655616
Hs2st,FBgn0024230,0.447639538,0.206728411
CG15237,FBgn0033104,0.85010308,0.206829502
krz,FBgn0040206,0.952267869,0.207132025
hgo,FBgn0040211,0.915242175,0.207217914
CG6379,FBgn0029693,0.889301154,0.207253995
B52,FBgn0004587,0.501752331,0.207277308
godzilla,FBgn0037442,0.998829951,0.207316024
gogo,FBgn0052227,0.876402503,0.207380437
CG1750,FBgn0039836,0.474930011,0.207481557
CG7365,FBgn0036939,0.644967545,0.207615869
CG8005,FBgn0035854,0.24396948,0.207717243
Rab9,FBgn0032782,0.57507519,0.207740373
Irk2,FBgn0039081,0.11445269,0.207771102
nAChRbeta2,FBgn0004118,0.978877244,0.207802405
CG6654,FBgn0038301,0.698080426,0.207809696
CG8735,FBgn0033309,0.799243238,0.207876063
Tsp26A,FBgn0031760,0.665379451,0.207952029
Khc-73,FBgn0019968,0.176981568,0.208177993
CG8177,FBgn0036043,0.966784878,0.208545527
kat80,FBgn0040207,0.819905773,0.208616098
CG15554,FBgn0039820,0.411627059,0.208657261
CG14812,FBgn0026090,0.192544362,0.208662656
Cul4,FBgn0033260,0.665766051,0.20867571
Eip74EF,FBgn0000567,0.990757162,0.208729068
CG9393,FBgn0037710,0.503116966,0.208806895
Stip1,FBgn0024352,0.455016476,0.208923021
CG11030,FBgn0031736,0.01437728,0.208936194
CG4820,FBgn0037876,0.68823611,0.208976167
DJ-1alpha,FBgn0033885,0.145814779,0.20904184
eIF4G1,FBgn0023213,0.814648231,0.209076546
Oseg6,FBgn0034452,0.244053237,0.209098262
CG10948,FBgn0036317,0.472115999,0.209104755
CG5397,FBgn0031327,0.380735319,0.209361862
par-1,FBgn0260934,2.06026E-05,0.209675198
CG17350,FBgn0032772,0.115874435,0.209676279
CG31550,FBgn0051550,0.939235918,0.209824367
sll,FBgn0038524,0.054835722,0.209904359
Ets97D,FBgn0004510,0.579771067,0.20993633
Sfxn2,FBgn0036843,0.061473534,0.210068558
Vps15,FBgn0260935,0.210701118,0.210076901
thoc7,FBgn0035110,0.571497508,0.210269946
CG18476,FBgn0037931,0.22139425,0.210316699
nudE,FBgn0036059,0.157720093,0.210343372
Cad74A,FBgn0036715,0.013105759,0.210366417
qm,FBgn0019662,0.547615306,0.210557212
Cyp6a2,FBgn0000473,0.588763712,0.210832712
Vps13,FBgn0033194,1.43014E-05,0.210917395
Prosalpha3,FBgn0261394,0.004253063,0.211024543
RluA-2,FBgn0032256,0.791211219,0.211584749
AIMP2,FBgn0036515,0.019319244,0.21160194
insc,FBgn0011674,0.93463719,0.211663316
sm,FBgn0003435,0.16737596,0.21167769
CR44785,FBgn0266020,0.347630064,0.212055238
CG42813,FBgn0261995,0.488594756,0.212162538
Crag,FBgn0025864,0.280701516,0.212575855
sd,FBgn0003345,0.480152349,0.212681446
Arpc3B,FBgn0065032,0.150220699,0.212850891
asl,FBgn0261004,0.168442923,0.213467549
CCT2,FBgn0030086,0.993804321,0.213771013
CG10638,FBgn0036290,0.179497117,0.214083326
CG7457,FBgn0035812,0.08741258,0.214453503
betaGlu,FBgn0270927,0.161160252,0.214638713
Br140,FBgn0033155,0.011204457,0.214799907
CG11883,FBgn0033538,0.032817344,0.214943682
CG9812,FBgn0034860,0.149481816,0.214978083
4E-T,FBgn0052016,0.19455836,0.215018751
rho-5,FBgn0041723,0.577882713,0.215206754
CG2970,FBgn0034936,0.104027954,0.215208756
CG15186,FBgn0037448,0.555068802,0.215268375
ND-B17,FBgn0001989,0.997969631,0.215705167
CG6005,FBgn0038672,0.369639627,0.216064705
Syx17,FBgn0035540,0.39663631,0.216465399
DAT,FBgn0034136,0.00338609,0.216637506
Ect4,FBgn0262579,0.476423543,0.216701485
Pde9,FBgn0259171,0.439008507,0.216818665
SmydA-1,FBgn0033917,0.99460471,0.217260151
CG2941,FBgn0029686,0.581144716,0.217313687
CDase,FBgn0039774,0.624080241,0.217341898
ko,FBgn0020294,0.975366453,0.217342584
CG10217,FBgn0039113,0.119018655,0.217348541
bs,FBgn0004101,0.439331717,0.217668823
CG9018,FBgn0035318,0.497408409,0.218046849
Ir25a,FBgn0031634,0.021538338,0.218049641
CG15803,FBgn0038606,0.491971758,0.218088163
Sld5,FBgn0039403,0.249544395,0.218123958
CG11191,FBgn0033249,0.794619292,0.218362498
resilin,FBgn0034157,0.047496199,0.218463883
Prosap,FBgn0040752,0.29395774,0.21859037
CG31760,FBgn0051760,0.326923944,0.218632025
Sur-8,FBgn0038504,0.091872104,0.21898918
Rx,FBgn0020617,0.544532879,0.219328065
CG15080,FBgn0034391,0.652401889,0.219329647
ttm50,FBgn0250874,0.249781054,0.219361041
xit,FBgn0029906,0.857337147,0.21969067
CG9005,FBgn0033638,0.417594116,0.21970106
CG6689,FBgn0037877,0.062093783,0.219727383
dsd,FBgn0039528,0.554396215,0.219793132
CG33158,FBgn0053158,0.957316485,0.219821508
toe,FBgn0036285,0.554337631,0.220030133
CG10185,FBgn0038397,0.017909988,0.22006153
CG32813,FBgn0052813,0.74528066,0.220317121
CG30089,FBgn0050089,0.699638267,0.220533737
Con,FBgn0005775,0.993553087,0.221034836
Mst77F,FBgn0086915,0.617336602,0.221202019
Srp68,FBgn0035947,0.9373293,0.221223636
TrissinR,FBgn0085410,0.272495745,0.221279972
bdl,FBgn0028482,0.99671013,0.221437024
CG2938,FBgn0029685,0.111872875,0.221447566
Ubr3,FBgn0260970,0.351012281,0.221618434
CG32982,FBgn0052982,0.742074951,0.221713152
CG10274,FBgn0035690,0.017935622,0.221824122
SCCRO4,FBgn0036967,0.423845759,0.221865872
Cpr49Ag,FBgn0033730,0.033479139,0.221905419
CG30101,FBgn0050101,0.884838693,0.22219459
Tango1,FBgn0031842,0.11402774,0.222355429
Mlp60A,FBgn0259209,0.983779254,0.222535661
CG12338,FBgn0033543,0.970933308,0.222635906
CG12499,FBgn0038968,0.018790188,0.222796324
jnj,FBgn0266282,0.265074262,0.222809658
CG31288,FBgn0051288,0.962112515,0.222879614
Psn,FBgn0284421,0.35038967,0.222925943
CG7139,FBgn0027532,0.382187092,0.223188772
MTA1-like,FBgn0027951,0.74840023,0.223270034
CG9384,FBgn0036446,0.062312031,0.223443159
mthl8,FBgn0052475,0.363138105,0.223476667
CG10417,FBgn0033021,0.859949905,0.223578929
CG6325,FBgn0037814,0.083277343,0.223629333
CG3530,FBgn0028497,0.000535422,0.223661063
ana1,FBgn0262167,0.636219397,0.223905783
Mdr50,FBgn0010241,0.474180683,0.224001189
dpr21,FBgn0260995,0.450346055,0.224096076
CG2691,FBgn0030504,0.104583622,0.224282493
Nse4,FBgn0032251,0.907021285,0.22461557
w,FBgn0003996,0.220374547,0.224756353
CG46301,FBgn0283651,0.81840549,0.225205227
CG14322,FBgn0038532,0.663098181,0.225609705
SPARC,FBgn0026562,0.957883654,0.2256278
Ilp5,FBgn0044048,0.223224266,0.225673182
Rh5,FBgn0014019,0.021459625,0.225930163
CG1582,FBgn0030246,0.329769749,0.226399043
MED22,FBgn0040339,0.553325549,0.226454219
CG1233,FBgn0035137,0.218696587,0.226690537
CG10098,FBgn0037472,0.874040599,0.226828944
Dp1,FBgn0027835,0.831309087,0.226876212
CG8078,FBgn0033375,0.738810652,0.227039417
PPP1R15,FBgn0034948,0.680331902,0.227139723
Tsf3,FBgn0034094,0.395829554,0.227234154
gro,FBgn0001139,0.950344219,0.2274362
Tie,FBgn0014073,0.219439145,0.227787938
Sk2,FBgn0052484,0.038923558,0.227806413
CG30291,FBgn0050291,0.753933444,0.227840437
CG1161,FBgn0037313,0.273591848,0.227861857
CG7470,FBgn0037146,0.986535234,0.228180563
CG1024,FBgn0027514,0.018131867,0.228275367
Sardh,FBgn0034276,0.09105293,0.228378125
CG17324,FBgn0027074,0.091562533,0.228462959
Nsf2,FBgn0266464,0.055734269,0.228514267
mRpL37,FBgn0261380,0.178680058,0.228581364
CG7339,FBgn0036188,0.202174922,0.228792343
Vps53,FBgn0031598,0.125145886,0.228930265
pasi2,FBgn0037680,0.514631026,0.228950414
Awh,FBgn0013751,0.778904708,0.22896567
CG42656,FBgn0261508,0.535814998,0.22902493
CG10492,FBgn0032748,0.538387985,0.22929282
Tim23,FBgn0267976,0.0785542,0.229373259
Naa15-16,FBgn0031020,0.793398584,0.229540326
Ugt35a,FBgn0026315,0.206351644,0.229620877
lost,FBgn0263594,9.43E-07,0.229692574
Kdm2,FBgn0037659,0.008156257,0.229732567
CG10226,FBgn0035695,0.295335656,0.229815016
Shaw,FBgn0003386,0.426040991,0.229815609
CG7927,FBgn0027549,0.40862998,0.229845245
Cdep,FBgn0265082,0.905092052,0.229989057
Blimp-1,FBgn0035625,0.209168147,0.230105585
CG1407,FBgn0033474,0.071924825,0.230138013
pll,FBgn0010441,0.616839606,0.230196507
esc,FBgn0000588,0.862919733,0.230211521
Cnot4,FBgn0051716,0.708832356,0.23023849
CG4582,FBgn0039344,0.034975087,0.230455538
Or63a,FBgn0035382,0.396631425,0.230690949
CG1965,FBgn0037466,0.632343655,0.230959902
sals,FBgn0051374,0.916883732,0.231167795
Roe1,FBgn0014877,0.656739713,0.231229569
Als2,FBgn0037116,0.525818795,0.231306468
RpI12,FBgn0038903,0.30478476,0.231581562
CG42313,FBgn0259213,0.424501307,0.231779866
alpha-Est10,FBgn0015569,0.599449591,0.231818725
LpR1,FBgn0066101,0.530398266,0.231881511
vir,FBgn0003977,0.918154134,0.231882069
MME1,FBgn0031881,0.018395916,0.231941586
mRpL3,FBgn0030686,0.542414602,0.231968252
CG9444,FBgn0037730,0.824421459,0.232061385
CG10516,FBgn0036549,0.388312616,0.232107119
CG17364,FBgn0036391,0.934808804,0.232204639
AsnRS-m,FBgn0034177,0.122211019,0.232327635
Nplp1,FBgn0035092,0.728648756,0.232448706
CG1213,FBgn0037387,0.072336204,0.232461666
CG11710,FBgn0031115,0.849074276,0.232512662
CG44098,FBgn0264907,0.905228653,0.232602199
CG15547,FBgn0039809,0.966984778,0.233067142
CCKLR-17D1,FBgn0259231,0.028093113,0.233082815
Pal2,FBgn0262728,0.131959536,0.233232064
dpr20,FBgn0035170,0.607745619,0.233494862
HtrA2,FBgn0038233,0.890590349,0.233511254
scaf,FBgn0033033,0.01564155,0.233538849
CG8129,FBgn0037684,0.086427613,0.233569323
CG5521,FBgn0039466,0.796402998,0.233740327
CAP,FBgn0033504,0.925548187,0.233764726
CG16926,FBgn0040732,0.996139242,0.234146722
MED15,FBgn0027592,0.803454055,0.23464147
CG5664,FBgn0037082,0.156500762,0.234736631
Amun,FBgn0030328,0.176499478,0.234799593
HmgD,FBgn0004362,0.866418019,0.234839964
Mcm5,FBgn0017577,0.058433577,0.234844618
CG15221,FBgn0030331,0.158694769,0.234979421
Taldo,FBgn0023477,0.029289236,0.23502922
ZnT63C,FBgn0035432,0.987760842,0.235116502
PIG-O,FBgn0034346,0.139461561,0.235306601
CG33958,FBgn0053958,0.196975735,0.23533977
Mkk4,FBgn0024326,0.304623765,0.235470649
sprt,FBgn0082585,0.314690866,0.235829455
CG11550,FBgn0039864,0.74061971,0.235841242
CG8301,FBgn0037717,0.193646604,0.235955756
CG6195,FBgn0038723,0.53590575,0.236660097
CG15765,FBgn0029814,0.547123343,0.236855121
pasha,FBgn0039861,0.456627502,0.236894018
Vsp37A,FBgn0016038,0.803825128,0.236908981
ASPP,FBgn0034606,0.894613516,0.237117998
car,FBgn0000257,0.957858267,0.237268933
CG10384,FBgn0034731,0.792512921,0.237466656
CG3402,FBgn0035148,0.731767001,0.23757453
CG11975,FBgn0037648,0.120436787,0.237578535
CG1234,FBgn0037489,0.500808986,0.237619716
Syn,FBgn0004575,0.094005295,0.23763035
Pvf3,FBgn0085407,0.294906872,0.237745653
CG8915,FBgn0030833,0.70322424,0.237902943
RhoGAP18B,FBgn0261461,0.975039927,0.238016517
nAChRalpha3,FBgn0015519,0.682570294,0.238037414
CG5589,FBgn0036754,0.973178697,0.238174283
Crz,FBgn0013767,0.601812755,0.238510106
Rbpn-5,FBgn0034585,0.39856369,0.238557335
Treh,FBgn0003748,0.914701614,0.238590116
Kif3C,FBgn0039925,0.653542563,0.238608916
Spn,FBgn0010905,0.846688713,0.23871412
CG17104,FBgn0040496,0.889751142,0.238725822
Syngr,FBgn0033876,0.449939569,0.239224105
CG11069,FBgn0039244,0.534171224,0.239282194
Eip75B,FBgn0000568,0.001237539,0.23948246
CG34357,FBgn0085386,0.927010422,0.239581099
CG3955,FBgn0033793,0.180633059,0.239620891
Exn,FBgn0261547,0.331985526,0.239681846
CG33635,FBgn0053635,0.006193122,0.239709936
CG34301,FBgn0085330,0.823025555,0.239736709
gce,FBgn0261703,0.257572949,0.239816256
CG15719,FBgn0030440,0.252333538,0.23982364
CG10495,FBgn0032750,0.085352203,0.239857346
Sln,FBgn0033657,0.886187207,0.239905713
Spn42Dd,FBgn0028988,0.1703536,0.240189377
sca,FBgn0003326,0.367149538,0.240222169
CG4409,FBgn0034128,0.219983405,0.240571024
CG1142,FBgn0037504,0.186002999,0.240625042
hook,FBgn0001202,0.998935695,0.241089719
Ubr1,FBgn0030809,0.95065481,0.24136522
Hrb27C,FBgn0004838,0.97979907,0.24147372
Leash,FBgn0037856,0.039661357,0.241628235
Su(var)205,FBgn0003607,0.766311613,0.241731844
Tig,FBgn0011722,0.004141096,0.241929989
CG31370,FBgn0051370,0.272510774,0.242297193
Npc2f,FBgn0039154,0.004423258,0.242430346
COX5B,FBgn0031830,0.181900152,0.24246372
hh,FBgn0004644,0.066233481,0.242756148
CG7747,FBgn0034109,0.827611551,0.242856889
CG9717,FBgn0039789,0.883617157,0.243057573
CG16758,FBgn0035348,0.961067102,0.243133764
CG7519,FBgn0037087,0.145508076,0.243151744
S6KL,FBgn0283473,0.546803366,0.243407823
CG5149,FBgn0031904,0.899644928,0.243517561
CR44702,FBgn0265913,0.219539961,0.243906218
CG8818,FBgn0033751,0.496381238,0.243944046
dpr13,FBgn0034286,0.867318742,0.244006137
Pp4-19C,FBgn0023177,0.045394422,0.244084528
CG3704,FBgn0040346,0.322297582,0.244268625
CG9515,FBgn0032077,0.042053036,0.244275368
mGluR,FBgn0019985,0.559797476,0.244433808
CG9588,FBgn0038166,0.121075314,0.244591437
CG13192,FBgn0033653,0.878897044,0.244751804
wds,FBgn0040066,0.503113398,0.244913273
E(Pc),FBgn0000581,0.128676973,0.244917462
